order_id,item_id,product_id,quantity,list_price,discount,total_price,total_discount,total_price_discounted
25,2,10,2,1549,0.2,3098,619.6,2478.4
25,3,22,1,269.99,0.2,269.99,53.998,215.992
25,4,14,1,269.99,0.2,269.99,53.998,215.992
25,5,21,1,269.99,0.1,269.99,26.999,242.991
26,1,7,1,3999.99,0.05,3999.99,199.9995,3799.9905
26,2,2,1,749.99,0.2,749.99,149.998,599.992
26,3,12,1,549.99,0.2,549.99,109.998,439.992
26,4,21,2,269.99,0.07,539.98,37.7986,502.1814
27,1,5,1,1320.99,0.2,1320.99,264.198,1056.792
27,2,19,1,449,0.2,449,89.8,359.2
27,3,26,2,599.99,0.07,1199.98,83.9986,1115.9814
27,4,8,1,1799.99,0.07,1799.99,125.9993,1673.9907
28,1,5,1,1320.99,0.05,1320.99,66.0495,1254.9405
28,2,7,2,3999.99,0.2,7999.98,1599.996,6399.984
28,3,14,2,269.99,0.1,539.98,53.998,485.982
28,4,6,1,469.99,0.05,469.99,23.4995,446.4905
29,1,24,2,549.99,0.05,1099.98,54.999,1044.981
29,2,6,1,469.99,0.2,469.99,93.998,375.992
29,3,21,2,269.99,0.1,539.98,53.998,485.982
29,4,8,1,1799.99,0.2,1799.99,359.998,1439.992
29,5,14,2,269.99,0.05,539.98,26.999,512.981
30,1,26,1,599.99,0.05,599.99,29.9995,569.9905
30,2,17,1,429,0.07,429,30.03,398.97
30,3,19,1,449,0.1,449,44.9,404.1
30,4,4,1,2899.99,0.1,2899.99,289.999,2609.991
30,5,7,2,3999.99,0.1,7999.98,799.998,7199.982
31,1,11,2,1680.99,0.05,3361.98,168.099,3193.881
31,2,9,2,2999.99,0.2,5999.98,1199.996,4799.984
32,1,8,2,1799.99,0.07,3599.98,251.9986,3347.9814
32,2,12,2,549.99,0.07,1099.98,76.9986,1022.9814
32,3,25,2,499.99,0.1,999.98,99.998,899.982
33,1,23,2,299.99,0.07,599.98,41.9986,557.9814
33,2,7,1,3999.99,0.1,3999.99,399.999,3599.991
34,1,8,2,1799.99,0.07,3599.98,251.9986,3347.9814
34,2,10,2,1549,0.1,3098,309.8,2788.2
34,3,17,2,429,0.2,858,171.6,686.4
35,1,18,1,449,0.05,449,22.45,426.55
35,2,20,2,599.99,0.05,1199.98,59.999,1139.981
35,3,5,1,1320.99,0.2,1320.99,264.198,1056.792
35,4,21,2,269.99,0.07,539.98,37.7986,502.1814
35,5,22,1,269.99,0.07,269.99,18.8993,251.0907
36,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907
36,2,5,1,1320.99,0.05,1320.99,66.0495,1254.9405
36,3,3,2,999.99,0.2,1999.98,399.996,1599.984
37,1,16,2,599.99,0.05,1199.98,59.999,1139.981
38,1,7,2,3999.99,0.05,7999.98,399.999,7599.981
38,2,23,1,299.99,0.07,299.99,20.9993,278.9907
38,3,25,1,499.99,0.2,499.99,99.998,399.992
38,4,10,2,1549,0.1,3098,309.8,2788.2
38,5,24,1,549.99,0.07,549.99,38.4993,511.4907
39,1,22,2,269.99,0.2,539.98,107.996,431.984
39,2,16,2,599.99,0.2,1199.98,239.996,959.984
39,3,3,2,999.99,0.05,1999.98,99.999,1899.981
39,4,15,1,529.99,0.1,529.99,52.999,476.991
40,1,17,1,429,0.2,429,85.8,343.2
40,2,8,2,1799.99,0.2,3599.98,719.996,2879.984
41,1,5,1,1320.99,0.1,1320.99,132.099,1188.891
41,2,19,2,449,0.2,898,179.6,718.4
41,3,26,2,599.99,0.2,1199.98,239.996,959.984
42,1,19,1,449,0.05,449,22.45,426.55
43,1,13,2,269.99,0.1,539.98,53.998,485.982
43,2,12,2,549.99,0.05,1099.98,54.999,1044.981
44,1,7,1,3999.99,0.1,3999.99,399.999,3599.991
44,2,16,1,599.99,0.05,599.99,29.9995,569.9905
45,1,4,2,2899.99,0.2,5799.98,1159.996,4639.984
45,2,22,1,269.99,0.07,269.99,18.8993,251.0907
45,3,21,2,269.99,0.05,539.98,26.999,512.981
46,1,17,1,429,0.1,429,42.9,386.1
47,1,6,1,469.99,0.05,469.99,23.4995,446.4905
47,2,15,1,529.99,0.1,529.99,52.999,476.991
47,3,25,2,499.99,0.07,999.98,69.9986,929.9814
47,4,13,1,269.99,0.2,269.99,53.998,215.992
48,1,11,1,1680.99,0.1,1680.99,168.099,1512.891
48,2,4,1,2899.99,0.2,2899.99,579.998,2319.992
48,3,5,2,1320.99,0.1,2641.98,264.198,2377.782
48,4,14,2,269.99,0.07,539.98,37.7986,502.1814
49,1,13,2,269.99,0.07,539.98,37.7986,502.1814
50,1,3,1,999.99,0.05,999.99,49.9995,949.9905
50,2,26,2,599.99,0.07,1199.98,83.9986,1115.9814
50,3,13,2,269.99,0.2,539.98,107.996,431.984
51,1,13,1,269.99,0.05,269.99,13.4995,256.4905
51,2,20,1,599.99,0.05,599.99,29.9995,569.9905
51,3,26,2,599.99,0.2,1199.98,239.996,959.984
52,1,25,1,499.99,0.07,499.99,34.9993,464.9907
53,1,8,2,1799.99,0.2,3599.98,719.996,2879.984
53,2,23,2,299.99,0.05,599.98,29.999,569.981
53,3,14,2,269.99,0.2,539.98,107.996,431.984
53,4,25,2,499.99,0.1,999.98,99.998,899.982
54,1,26,2,599.99,0.2,1199.98,239.996,959.984
54,2,3,1,999.99,0.2,999.99,199.998,799.992
55,1,21,1,269.99,0.05,269.99,13.4995,256.4905
55,2,25,2,499.99,0.2,999.98,199.996,799.984
55,3,15,2,529.99,0.2,1059.98,211.996,847.984
56,1,20,2,599.99,0.07,1199.98,83.9986,1115.9814
57,1,23,2,299.99,0.1,599.98,59.998,539.982
57,2,19,2,449,0.2,898,179.6,718.4
57,3,13,1,269.99,0.07,269.99,18.8993,251.0907
58,1,14,2,269.99,0.05,539.98,26.999,512.981
58,2,18,1,449,0.07,449,31.43,417.57
58,3,23,1,299.99,0.1,299.99,29.999,269.991
59,1,21,1,269.99,0.05,269.99,13.4995,256.4905
59,2,2,1,749.99,0.1,749.99,74.999,674.991
59,3,17,2,429,0.1,858,85.8,772.2
60,1,14,2,269.99,0.05,539.98,26.999,512.981
60,2,4,1,2899.99,0.1,2899.99,289.999,2609.991
60,3,15,1,529.99,0.07,529.99,37.0993,492.8907
60,4,22,1,269.99,0.2,269.99,53.998,215.992
61,1,25,1,499.99,0.1,499.99,49.999,449.991
61,2,15,2,529.99,0.05,1059.98,52.999,1006.981
61,3,5,2,1320.99,0.2,2641.98,528.396,2113.584
62,1,14,1,269.99,0.07,269.99,18.8993,251.0907
62,2,8,2,1799.99,0.1,3599.98,359.998,3239.982
62,3,22,2,269.99,0.1,539.98,53.998,485.982
63,1,25,2,499.99,0.1,999.98,99.998,899.982
63,2,19,2,449,0.05,898,44.9,853.1
63,3,3,1,999.99,0.1,999.99,99.999,899.991
64,1,25,2,499.99,0.1,999.98,99.998,899.982
64,2,22,2,269.99,0.2,539.98,107.996,431.984
64,3,23,2,299.99,0.2,599.98,119.996,479.984
64,4,24,2,549.99,0.1,1099.98,109.998,989.982
65,1,12,1,549.99,0.1,549.99,54.999,494.991
66,1,2,1,749.99,0.2,749.99,149.998,599.992
66,2,23,1,299.99,0.07,299.99,20.9993,278.9907
66,3,12,1,549.99,0.07,549.99,38.4993,511.4907
67,1,23,2,299.99,0.2,599.98,119.996,479.984
67,2,12,2,549.99,0.1,1099.98,109.998,989.982
67,3,21,1,269.99,0.2,269.99,53.998,215.992
67,4,5,2,1320.99,0.1,2641.98,264.198,2377.782
67,5,19,1,449,0.2,449,89.8,359.2
68,1,13,2,269.99,0.07,539.98,37.7986,502.1814
68,2,17,1,429,0.1,429,42.9,386.1
69,1,22,2,269.99,0.1,539.98,53.998,485.982
69,2,5,1,1320.99,0.2,1320.99,264.198,1056.792
69,3,10,1,1549,0.05,1549,77.45,1471.55
70,1,3,2,999.99,0.05,1999.98,99.999,1899.981
70,2,18,1,449,0.2,449,89.8,359.2
70,3,20,1,599.99,0.05,599.99,29.9995,569.9905
71,1,26,2,599.99,0.05,1199.98,59.999,1139.981
71,2,24,1,549.99,0.2,549.99,109.998,439.992
71,3,18,1,449,0.1,449,44.9,404.1
72,1,17,2,429,0.07,858,60.06,797.94
72,2,12,1,549.99,0.05,549.99,27.4995,522.4905
72,3,13,2,269.99,0.1,539.98,53.998,485.982
73,1,22,1,269.99,0.07,269.99,18.8993,251.0907
73,2,26,2,599.99,0.05,1199.98,59.999,1139.981
73,3,3,2,999.99,0.07,1999.98,139.9986,1859.9814
73,4,25,1,499.99,0.07,499.99,34.9993,464.9907
73,5,23,2,299.99,0.2,599.98,119.996,479.984
74,1,16,2,599.99,0.05,1199.98,59.999,1139.981
74,2,6,1,469.99,0.07,469.99,32.8993,437.0907
75,1,3,1,999.99,0.1,999.99,99.999,899.991
75,2,7,2,3999.99,0.07,7999.98,559.9986,7439.9814
75,3,15,1,529.99,0.2,529.99,105.998,423.992
76,1,12,1,549.99,0.05,549.99,27.4995,522.4905
76,2,11,2,1680.99,0.1,3361.98,336.198,3025.782
76,3,5,1,1320.99,0.07,1320.99,92.4693,1228.5207
77,1,20,1,599.99,0.07,599.99,41.9993,557.9907
77,2,24,2,549.99,0.1,1099.98,109.998,989.982
77,3,26,1,599.99,0.2,599.99,119.998,479.992
77,4,25,1,499.99,0.2,499.99,99.998,399.992
78,1,17,1,429,0.07,429,30.03,398.97
78,2,19,1,449,0.2,449,89.8,359.2
78,3,18,2,449,0.1,898,89.8,808.2
78,4,14,2,269.99,0.1,539.98,53.998,485.982
79,1,9,2,2999.99,0.1,5999.98,599.998,5399.982
79,2,17,2,429,0.05,858,42.9,815.1
79,3,6,1,469.99,0.1,469.99,46.999,422.991
79,4,25,2,499.99,0.07,999.98,69.9986,929.9814
80,1,26,1,599.99,0.1,599.99,59.999,539.991
80,2,24,1,549.99,0.1,549.99,54.999,494.991
80,3,17,1,429,0.2,429,85.8,343.2
81,1,10,2,1549,0.2,3098,619.6,2478.4
81,2,23,2,299.99,0.05,599.98,29.999,569.981
81,3,25,2,499.99,0.05,999.98,49.999,949.981
82,1,25,2,499.99,0.1,999.98,99.998,899.982
82,2,11,2,1680.99,0.2,3361.98,672.396,2689.584
83,1,20,1,599.99,0.2,599.99,119.998,479.992
83,2,3,2,999.99,0.05,1999.98,99.999,1899.981
84,1,23,2,299.99,0.07,599.98,41.9986,557.9814
84,2,15,2,529.99,0.07,1059.98,74.1986,985.7814
85,1,4,2,2899.99,0.05,5799.98,289.999,5509.981
85,2,18,1,449,0.07,449,31.43,417.57
86,1,9,2,2999.99,0.1,5999.98,599.998,5399.982
86,2,23,2,299.99,0.07,599.98,41.9986,557.9814
86,3,21,2,269.99,0.2,539.98,107.996,431.984
86,4,15,1,529.99,0.1,529.99,52.999,476.991
87,1,20,2,599.99,0.2,1199.98,239.996,959.984
87,2,23,2,299.99,0.1,599.98,59.998,539.982
88,1,10,1,1549,0.07,1549,108.43,1440.57
88,2,8,2,1799.99,0.1,3599.98,359.998,3239.982
88,3,7,1,3999.99,0.1,3999.99,399.999,3599.991
89,1,5,1,1320.99,0.05,1320.99,66.0495,1254.9405
89,2,6,2,469.99,0.1,939.98,93.998,845.982
90,1,3,1,999.99,0.1,999.99,99.999,899.991
90,2,6,1,469.99,0.07,469.99,32.8993,437.0907
91,1,11,1,1680.99,0.1,1680.99,168.099,1512.891
91,2,25,1,499.99,0.05,499.99,24.9995,474.9905
91,3,15,2,529.99,0.07,1059.98,74.1986,985.7814
91,4,13,2,269.99,0.07,539.98,37.7986,502.1814
92,1,8,1,1799.99,0.1,1799.99,179.999,1619.991
93,1,22,2,269.99,0.07,539.98,37.7986,502.1814
93,2,17,1,429,0.05,429,21.45,407.55
93,3,21,1,269.99,0.1,269.99,26.999,242.991
93,4,2,1,749.99,0.2,749.99,149.998,599.992
93,5,10,2,1549,0.07,3098,216.86,2881.14
94,1,12,1,549.99,0.05,549.99,27.4995,522.4905
94,2,4,1,2899.99,0.2,2899.99,579.998,2319.992
94,3,11,1,1680.99,0.2,1680.99,336.198,1344.792
94,4,21,2,269.99,0.07,539.98,37.7986,502.1814
95,1,10,2,1549,0.2,3098,619.6,2478.4
95,2,19,1,449,0.1,449,44.9,404.1
95,3,8,2,1799.99,0.2,3599.98,719.996,2879.984
95,4,20,2,599.99,0.05,1199.98,59.999,1139.981
96,1,26,1,599.99,0.1,599.99,59.999,539.991
96,2,23,1,299.99,0.05,299.99,14.9995,284.9905
97,1,20,2,599.99,0.2,1199.98,239.996,959.984
97,2,2,1,749.99,0.07,749.99,52.4993,697.4907
97,3,6,2,469.99,0.2,939.98,187.996,751.984
97,4,19,1,449,0.1,449,44.9,404.1
98,1,19,1,449,0.07,449,31.43,417.57
98,2,21,1,269.99,0.1,269.99,26.999,242.991
98,3,2,1,749.99,0.2,749.99,149.998,599.992
98,4,22,2,269.99,0.2,539.98,107.996,431.984
99,1,13,1,269.99,0.2,269.99,53.998,215.992
99,2,21,1,269.99,0.2,269.99,53.998,215.992
99,3,25,2,499.99,0.05,999.98,49.999,949.981
99,4,7,2,3999.99,0.07,7999.98,559.9986,7439.9814
99,5,23,2,299.99,0.2,599.98,119.996,479.984
100,1,12,2,549.99,0.05,1099.98,54.999,1044.981
100,2,11,2,1680.99,0.1,3361.98,336.198,3025.782
100,3,7,2,3999.99,0.2,7999.98,1599.996,6399.984
100,4,16,2,599.99,0.2,1199.98,239.996,959.984
100,5,24,2,549.99,0.1,1099.98,109.998,989.982
101,1,12,2,549.99,0.2,1099.98,219.996,879.984
102,1,15,1,529.99,0.05,529.99,26.4995,503.4905
102,2,22,1,269.99,0.07,269.99,18.8993,251.0907
103,1,17,1,429,0.07,429,30.03,398.97
103,2,3,1,999.99,0.05,999.99,49.9995,949.9905
103,3,18,1,449,0.2,449,89.8,359.2
103,4,15,2,529.99,0.1,1059.98,105.998,953.982
103,5,9,2,2999.99,0.1,5999.98,599.998,5399.982
104,1,19,2,449,0.1,898,89.8,808.2
104,2,26,1,599.99,0.05,599.99,29.9995,569.9905
105,1,11,2,1680.99,0.2,3361.98,672.396,2689.584
105,2,3,1,999.99,0.05,999.99,49.9995,949.9905
105,3,9,1,2999.99,0.05,2999.99,149.9995,2849.9905
106,1,17,1,429,0.1,429,42.9,386.1
106,2,13,2,269.99,0.1,539.98,53.998,485.982
107,1,19,1,449,0.2,449,89.8,359.2
107,2,13,2,269.99,0.1,539.98,53.998,485.982
108,1,11,1,1680.99,0.1,1680.99,168.099,1512.891
108,2,22,2,269.99,0.07,539.98,37.7986,502.1814
108,3,16,2,599.99,0.05,1199.98,59.999,1139.981
109,1,22,2,269.99,0.1,539.98,53.998,485.982
109,2,6,1,469.99,0.07,469.99,32.8993,437.0907
110,1,14,1,269.99,0.1,269.99,26.999,242.991
111,1,14,1,269.99,0.1,269.99,26.999,242.991
111,2,12,2,549.99,0.07,1099.98,76.9986,1022.9814
112,1,23,2,299.99,0.2,599.98,119.996,479.984
112,2,25,2,499.99,0.07,999.98,69.9986,929.9814
112,3,24,2,549.99,0.05,1099.98,54.999,1044.981
112,4,5,1,1320.99,0.2,1320.99,264.198,1056.792
113,1,12,2,549.99,0.07,1099.98,76.9986,1022.9814
113,2,24,2,549.99,0.1,1099.98,109.998,989.982
113,3,6,1,469.99,0.07,469.99,32.8993,437.0907
113,4,23,1,299.99,0.2,299.99,59.998,239.992
113,5,5,2,1320.99,0.2,2641.98,528.396,2113.584
114,1,12,1,549.99,0.05,549.99,27.4995,522.4905
114,2,2,1,749.99,0.07,749.99,52.4993,697.4907
114,3,13,2,269.99,0.1,539.98,53.998,485.982
115,1,22,1,269.99,0.2,269.99,53.998,215.992
115,2,19,1,449,0.1,449,44.9,404.1
116,1,26,1,599.99,0.05,599.99,29.9995,569.9905
117,1,22,2,269.99,0.2,539.98,107.996,431.984
117,2,26,1,599.99,0.05,599.99,29.9995,569.9905
117,3,14,1,269.99,0.2,269.99,53.998,215.992
117,4,19,1,449,0.05,449,22.45,426.55
118,1,18,1,449,0.07,449,31.43,417.57
118,2,4,1,2899.99,0.07,2899.99,202.9993,2696.9907
118,3,6,1,469.99,0.07,469.99,32.8993,437.0907
118,4,3,2,999.99,0.1,1999.98,199.998,1799.982
118,5,23,2,299.99,0.07,599.98,41.9986,557.9814
119,1,25,1,499.99,0.05,499.99,24.9995,474.9905
120,1,13,2,269.99,0.05,539.98,26.999,512.981
120,2,6,2,469.99,0.05,939.98,46.999,892.981
120,3,10,2,1549,0.05,3098,154.9,2943.1
120,4,17,1,429,0.05,429,21.45,407.55
120,5,16,2,599.99,0.2,1199.98,239.996,959.984
121,1,5,1,1320.99,0.2,1320.99,264.198,1056.792
121,2,14,2,269.99,0.1,539.98,53.998,485.982
121,3,4,2,2899.99,0.1,5799.98,579.998,5219.982
121,4,24,2,549.99,0.07,1099.98,76.9986,1022.9814
121,5,2,2,749.99,0.05,1499.98,74.999,1424.981
122,1,16,1,599.99,0.1,599.99,59.999,539.991
123,1,12,2,549.99,0.1,1099.98,109.998,989.982
124,1,16,1,599.99,0.05,599.99,29.9995,569.9905
124,2,4,1,2899.99,0.07,2899.99,202.9993,2696.9907
124,3,7,2,3999.99,0.05,7999.98,399.999,7599.981
125,1,17,1,429,0.1,429,42.9,386.1
126,1,9,2,2999.99,0.05,5999.98,299.999,5699.981
127,1,17,1,429,0.07,429,30.03,398.97
127,2,20,1,599.99,0.1,599.99,59.999,539.991
127,3,4,2,2899.99,0.07,5799.98,405.9986,5393.9814
128,1,24,2,549.99,0.1,1099.98,109.998,989.982
128,2,16,2,599.99,0.1,1199.98,119.998,1079.982
128,3,4,2,2899.99,0.2,5799.98,1159.996,4639.984
128,4,3,2,999.99,0.2,1999.98,399.996,1599.984
129,1,18,1,449,0.1,449,44.9,404.1
129,2,9,1,2999.99,0.1,2999.99,299.999,2699.991
130,1,26,1,599.99,0.05,599.99,29.9995,569.9905
130,2,5,2,1320.99,0.07,2641.98,184.9386,2457.0414
131,1,22,2,269.99,0.2,539.98,107.996,431.984
131,2,4,2,2899.99,0.07,5799.98,405.9986,5393.9814
131,3,24,2,549.99,0.1,1099.98,109.998,989.982
132,1,2,2,749.99,0.05,1499.98,74.999,1424.981
132,2,20,1,599.99,0.05,599.99,29.9995,569.9905
132,3,9,1,2999.99,0.1,2999.99,299.999,2699.991
133,1,13,2,269.99,0.05,539.98,26.999,512.981
133,2,22,1,269.99,0.2,269.99,53.998,215.992
134,1,19,2,449,0.1,898,89.8,808.2
134,2,2,2,749.99,0.07,1499.98,104.9986,1394.9814
134,3,18,2,449,0.07,898,62.86,835.14
135,1,5,2,1320.99,0.05,2641.98,132.099,2509.881
135,2,18,2,449,0.05,898,44.9,853.1
135,3,25,1,499.99,0.2,499.99,99.998,399.992
135,4,2,1,749.99,0.05,749.99,37.4995,712.4905
136,1,7,2,3999.99,0.2,7999.98,1599.996,6399.984
136,2,3,2,999.99,0.05,1999.98,99.999,1899.981
137,1,23,1,299.99,0.07,299.99,20.9993,278.9907
137,2,22,1,269.99,0.1,269.99,26.999,242.991
138,1,16,2,599.99,0.1,1199.98,119.998,1079.982
138,2,6,1,469.99,0.2,469.99,93.998,375.992
139,1,19,2,449,0.07,898,62.86,835.14
139,2,3,1,999.99,0.07,999.99,69.9993,929.9907
140,1,15,1,529.99,0.2,529.99,105.998,423.992
140,2,21,1,269.99,0.2,269.99,53.998,215.992
140,3,12,2,549.99,0.2,1099.98,219.996,879.984
140,4,3,1,999.99,0.05,999.99,49.9995,949.9905
141,1,18,1,449,0.2,449,89.8,359.2
142,1,16,2,599.99,0.1,1199.98,119.998,1079.982
142,2,11,2,1680.99,0.1,3361.98,336.198,3025.782
142,3,19,1,449,0.07,449,31.43,417.57
143,1,6,1,469.99,0.2,469.99,93.998,375.992
144,1,8,2,1799.99,0.05,3599.98,179.999,3419.981
145,1,11,1,1680.99,0.2,1680.99,336.198,1344.792
145,2,9,2,2999.99,0.1,5999.98,599.998,5399.982
146,1,3,2,999.99,0.2,1999.98,399.996,1599.984
146,2,12,1,549.99,0.1,549.99,54.999,494.991
146,3,20,2,599.99,0.1,1199.98,119.998,1079.982
146,4,6,2,469.99,0.05,939.98,46.999,892.981
146,5,2,1,749.99,0.07,749.99,52.4993,697.4907
147,1,26,2,599.99,0.2,1199.98,239.996,959.984
148,1,14,1,269.99,0.05,269.99,13.4995,256.4905
149,1,12,2,549.99,0.07,1099.98,76.9986,1022.9814
149,2,21,2,269.99,0.07,539.98,37.7986,502.1814
150,1,7,1,3999.99,0.1,3999.99,399.999,3599.991
150,2,3,1,999.99,0.2,999.99,199.998,799.992
150,3,17,1,429,0.07,429,30.03,398.97
150,4,25,2,499.99,0.07,999.98,69.9986,929.9814
151,1,17,1,429,0.1,429,42.9,386.1
151,2,26,1,599.99,0.1,599.99,59.999,539.991
152,1,6,2,469.99,0.2,939.98,187.996,751.984
152,2,22,2,269.99,0.2,539.98,107.996,431.984
152,3,16,2,599.99,0.07,1199.98,83.9986,1115.9814
153,1,16,1,599.99,0.07,599.99,41.9993,557.9907
153,2,8,1,1799.99,0.07,1799.99,125.9993,1673.9907
153,3,15,2,529.99,0.05,1059.98,52.999,1006.981
154,1,12,1,549.99,0.1,549.99,54.999,494.991
155,1,8,1,1799.99,0.1,1799.99,179.999,1619.991
156,1,18,2,449,0.2,898,179.6,718.4
156,2,17,2,429,0.05,858,42.9,815.1
156,3,6,1,469.99,0.07,469.99,32.8993,437.0907
157,1,4,1,2899.99,0.1,2899.99,289.999,2609.991
157,2,7,2,3999.99,0.07,7999.98,559.9986,7439.9814
158,1,24,1,549.99,0.1,549.99,54.999,494.991
159,1,13,1,269.99,0.2,269.99,53.998,215.992
160,1,21,1,269.99,0.07,269.99,18.8993,251.0907
160,2,15,2,529.99,0.07,1059.98,74.1986,985.7814
160,3,18,2,449,0.1,898,89.8,808.2
160,4,11,1,1680.99,0.05,1680.99,84.0495,1596.9405
161,1,24,2,549.99,0.07,1099.98,76.9986,1022.9814
161,2,22,1,269.99,0.05,269.99,13.4995,256.4905
161,3,7,2,3999.99,0.05,7999.98,399.999,7599.981
162,1,18,1,449,0.07,449,31.43,417.57
162,2,21,2,269.99,0.07,539.98,37.7986,502.1814
162,3,3,2,999.99,0.1,1999.98,199.998,1799.982
163,1,12,1,549.99,0.1,549.99,54.999,494.991
163,2,18,1,449,0.2,449,89.8,359.2
164,1,4,2,2899.99,0.05,5799.98,289.999,5509.981
164,2,10,2,1549,0.05,3098,154.9,2943.1
164,3,14,1,269.99,0.1,269.99,26.999,242.991
165,1,4,2,2899.99,0.05,5799.98,289.999,5509.981
165,2,23,1,299.99,0.2,299.99,59.998,239.992
165,3,2,1,749.99,0.05,749.99,37.4995,712.4905
166,1,10,2,1549,0.1,3098,309.8,2788.2
166,2,11,1,1680.99,0.2,1680.99,336.198,1344.792
167,1,12,1,549.99,0.05,549.99,27.4995,522.4905
167,2,10,1,1549,0.2,1549,309.8,1239.2
167,3,13,2,269.99,0.05,539.98,26.999,512.981
167,4,7,2,3999.99,0.05,7999.98,399.999,7599.981
168,1,6,1,469.99,0.1,469.99,46.999,422.991
168,2,11,2,1680.99,0.07,3361.98,235.3386,3126.6414
168,3,12,2,549.99,0.07,1099.98,76.9986,1022.9814
168,4,22,2,269.99,0.2,539.98,107.996,431.984
169,1,20,2,599.99,0.1,1199.98,119.998,1079.982
169,2,5,1,1320.99,0.05,1320.99,66.0495,1254.9405
169,3,10,1,1549,0.2,1549,309.8,1239.2
169,4,11,1,1680.99,0.2,1680.99,336.198,1344.792
169,5,14,2,269.99,0.05,539.98,26.999,512.981
170,1,12,2,549.99,0.1,1099.98,109.998,989.982
170,2,24,1,549.99,0.05,549.99,27.4995,522.4905
170,3,7,1,3999.99,0.2,3999.99,799.998,3199.992
170,4,18,2,449,0.05,898,44.9,853.1
